text|is_offensive|target
Vasat karı bir işide beceremez misin ?|1|INSULT
eğitim ve sağlık hizmetleri yetersizdir|0|OTHER
acı verici mutlaka çözümlemeli|0|OTHER
Etkisiz elemansın onlar için|1|INSULT
sigara içmek ciğerlerine zarar verdi|0|OTHER
bacağına sıçtığım keranecileri|1|PROFANITY
kürtler bu ülkede sevilmezler|1|RACIST
Yarrak kafalı yalancı zibidi|1|PROFANITY
Al atin iyisini yiyecegi bir yemdir al avradin iyisini giyecegi bir dondur|1|SEXIST
kene gibi yapışıp durma|1|INSULT
bu esrarı yasaklayan veya serbest kılan bir yasa bulunmadığı anlamına gelir|0|OTHER
arap yarımadasına döndü güzel ülkem|1|RACIST
böyle bir kavram sadece idare hukukunda vardır genel müdürün imzalayacağı evrakı çaycının imzalaması gibi|0|OTHER
çirkin ördek yavrusu gibisin|1|INSULT
 |1|INSULT
onları hep katliamlara tabi tuttu|0|OTHER
gargamel burunlu|1|INSULT
Senin ben kalıbını sikeyim|1|PROFANITY
Karısına el kaldıran orospu çocuğudur|1|PROFANITY
Arkandan iş çevirmesi tam bir orospu çocukluğu.|1|PROFANITY
kene gibi nereye gitsem peşimi bırakmazdı|1|INSULT
Kafan kıt anlamıyorsan zorlama kendini|1|INSULT
elini götüne sokarım göt gibi gezersiz|1|PROFANITY
fiyat teklifi hazırlamak. için prosedürlerin= açık olması gerekir|0|OTHER
kız dediğin göğüs dekoltesi verip foto atar|1|SEXIST
ben bu sikik seyi aldim yanlislikla silinmiyo da napcam|1|PROFANITY
senin yapamadığın işi 5 yaşındaki çocuk bile yapar|1|INSULT
Kadınlar motor süremez.|1|SEXIST
adam akıllı öğren bu işi|1|SEXIST
Arap gibi kapkara olmuş|1|RACIST
hiç mi kafan çalışmıyor|1|INSULT
Malaylar tipsizdir|1|RACIST
nereden bileceksin chopstick nedir hayatında gördün mü ki|1|INSULT
fazla açıklamaya gerek yok|0|OTHER
kız başına gitmemelisin oraya|1|SEXIST
bugün de bir adım farkındalık daha oluşturabilmek amacı ile yapılan faaliyetlerde emeği geçenlere eğitim camiasına ve değerli ailelere teşekkür eder şahsım ve kurumum adına saygılar sunarım|0|OTHER
cücük beyinli seni|1|INSULT
dünya savaşı sırasında kullanılan paletli keşif aracıydı|0|OTHER
nasıl bir organizasyona sahipsiniz|0|OTHER
belirtilen anlamdaki teknoloji gruplarından birisinde uygun bulunan ve kullanılan strateji ve teknikler başka teknolojiler içinde yararlı olabilir|0|OTHER
matematiği çok kolay anlamaktadır|0|OTHER
Hey zenci bana baksana Duymuyor Hey Negro sana söylüyorum|1|RACIST
Anasına bakıp kızı al derler eskiler|1|SEXIST
götçü pezevenk|1|PROFANITY
izmir günahkar|1|RACIST
Türkler eskiden barbar diye anlıyordu|1|RACIST
Senin ben götüne merdane sokayım|1|PROFANITY
ancak müracaatları kabul etmeye belediye ve mücavir alan sınırları içindeki yapılar için belediyeler bu alanlar dışında valilikler görevlendirilmiştir|0|OTHER
arap insanının eli uzundur|1|RACIST
erkekler orman kesim ve çekim işlerinde çalışırlardı|0|OTHER
Vay sizin aklınıza sıçayım ulan hırt kafalılar deprem olmuş o kadar cenazeyi ne yapacak bi şekilde bir an önce gömülmesi lazım sizin yavşağın seccadeye basması üzerini kapatamazsınız|1|PROFANITY
seni yavşağın dölü|1|PROFANITY
avrupalılar altına eder|1|RACIST
Kadın arabadan anlamaz|1|SEXIST
Sana tahammülüm kalmadı siktir git bi zahmet|1|PROFANITY
bir toplumun bu ana mayasını o toplumun tarih töre dil edebiyat ve sanat birliğinin toplamı belirler|0|OTHER
Kadın halden anlamalı ve hoş görmelidir|1|SEXIST
kiralarınızı masraf olarak gösterebilirsiniz|0|OTHER
Yaraya merhem olsan sürülmezsin|1|INSULT
Museviler kendi dinlerinden başkasına saygı duymuyorlar, saygısızlık diz boyu|1|RACIST
ananın amına naylon terlikle vururum|1|PROFANITY
bu durumda ne yapardın|0|OTHER
kadından vefa borçludan sefa aranmaz.|1|SEXIST
bir telefon kulübesi var|0|OTHER
senin ben götüne koyayım|1|PROFANITY
Trafikte kadın şöforden uzak duracaksın|1|SEXIST
makara bunu duyunca avluya çıkmış ve kızağa samanların altına bir balta saklamış|0|OTHER
İzmirdekiler oruç nedir bilmezler|1|RACIST
iliski kocu yazmis bir de amcık. erkeklere gaz verip saçma sapan seyler söyleyip sonradan birine aşık olunca nasıl da yarrağıma benzedin ama|1|PROFANITY
Çingene düğününe benzemiş|1|RACIST
Senin gibi kahpe insanı gözüm görmesin|1|INSULT
yerleştirme işlemleri sonunda sınava giren her aday için sınav sonuç belgesi düzenlenir|0|OTHER
anneni wifiye bağlar fiber internet hızında sikerim|1|PROFANITY
sikinde peynir gören götünü mandıra zannediyor|1|PROFANITY
Kadın sözünden çıkmayan. erkekten hayır< gelmez>|1|SEXIST
alevi mezhebinden biriyle arkadaşlık kurma|1|RACIST
kadın alttan almayı bilmeli|1|SEXIST
bircok tiyatro oyununda oynadi|0|OTHER
vardır size düşkün ama pek de haz etmediğiniz bir büyük hala|0|OTHER
ogretim uyelerine odulleri prof|0|OTHER
Hayvan gibisin|1|INSULT
Seni paramla satın alırım|1|INSULT
sayın cumhurbaşkanımızın ilk andan itibaren milletine çağrısı oldu|0|OTHER
zuhriyetsiz olmusssun|1|INSULT
Küba milleti Amerika gibi canidir|1|RACIST
suriyeliler mülteciler defolsun|1|RACIST
oğlum olsa evlatlıktan atardım|1|INSULT
o saatte genç bir adamın sokakta ne işi varmış|1|SEXIST
kadınlar verimli çalışamaz|1|SEXIST
hıyar ağası mısın|1|INSULT
Kilolu olurum hayvan gibisin biraz kilo ver zayıflarım hasta mısın kesin psikolojik sıkıntıların var çok kötülemişsin... Abi siz salak mısınız ya?????|1|INSULT
Sevdiğim bir kız vardı olmuş bir kahpe|1|PROFANITY
eğitim programları ve, öğretim, bilim- dalı ile ilgili< alt konuları inceleyebilme,|0|OTHER
erkeğin 1 saatte yaptıı işi kadınlar 10 saatte yapamaz|1|SEXIST
mülteciler sınır dışı|1|RACIST
Ezelden düşman dediğimiz gavur yunan bile karşılık beklemeden yardıma koşarken Kılıçdaroğlu ve yardakçıları enkaz üstünde siyasi şov yapıyor|1|RACIST
Avrat var zavranı zort avrat var hazreti mülk|1|SEXIST
lazlar hamsiyi çok sever|0|OTHER
buraya köpekler ve zenciler giremez|1|RACIST
sarı çiyan gibi aramıza girdin|1|INSULT
matematik fizik kimya gibi ana dersleri mühendislik bölümü öğrencileri ile birlikte alıyorduk|0|OTHER
Asosyal yaratık evden hiç çıkmıyor|1|INSULT
kadinin cilesi kocasina hizmet etmediginde baslar|1|SEXIST
kasnak yuvarlandı elek oldu eski orospular melek oldu|1|PROFANITY
kel kafalı kadın mı olur|1|SEXIST
Koy götüne rahvan gitsin|1|PROFANITY
uyku perinin kanatlarına osurayım|1|PROFANITY
Bu kafa ile gidersen seni daha çok kazıklarlar|1|INSULT
amina kodumun sikik hayati|1|PROFANITY
vıdı vıdı yaptı yine|1|INSULT
bok çuvalı gibisin|1|PROFANITY
Yemin ederim korku filmlerinde makyajsız başrol alırsın|1|INSULT
derleme çalışmalarımız< sırasında masala> genelde halk arasında mesel veya hikaye dendiğini öğrendik|0|OTHER
Kadın sesli gülemez|1|SEXIST
Kayserililer cimri olur|1|RACIST
işini bilmeyen çavuşlar döner götünü avuçlar|1|PROFANITY
Araptan dost mu olur|1|RACIST
Aşk sevene yük olmaz.|1|OTHER
ayakkabısı yırtık orospu çocuğu|1|PROFANITY
güldürürken düşündüren düşündükçe güldüren bir açıklama yapmasın mi|0|OTHER
Erkekler oturdukları odayı bile toplayamaz|1|SEXIST
uyuşuk beyinli|1|INSULT
suriyeliler tadımızı kaçırıyor- gitmeliler|1|RACIST
sizofren kafali seni|1|INSULT
Yemek konusunda kadınların eline su dökülmez|1|SEXIST
mülteciler geldi huzur gitti|1|RACIST
Aptallık yapan sensin sonuçlarına da sen katlanacaksın|1|INSULT
çingeneler gibi oturmadın yerinde|1|RACIST
bu terör örgütlerinin elbette harmanını engeller|0|OTHER
Kadın çok konuşmaz|1|SEXIST
Sahtekar senin sözüne güven olmaz|1|INSULT
Yaptığı hareketlerle tam bir aşağılık herif|1|INSULT
Siyahiler tam bir baş belası dostum|1|RACIST
Roman olmak üstün çingene olmak adicedir|1|RACIST
y|1|OTHER
grubun çürük elması da bu|1|INSULT
Şişko az zayıfla|1|INSULT
bu da yapılan her şeyin yanlışlara dönmesine sebep oldu|0|OTHER
seni kartıma yükler okutup okutup bindiririm krediyi|1|PROFANITY
zenci mahallesine taşınmış|1|RACIST
Adamlık bende kalsın karılara uymayacağım|1|SEXIST
mars aslan burcu geçişini ben sizler açısından gayet önemli bir dönem olarak görüyorum|0|OTHER
Amerikalılar. siyahilerin canına, okuduğu& gibi bir& gün birileri, de onların canına okuyacaktır|1|RACIST
çünkü hiç doktora çıkarılmamış|0|OTHER
Erkek adamın erkek çocuğu olur.|1|SEXIST
Erkek gibi kas yaptım|1|SEXIST
seni düşüneni siksinler|1|PROFANITY
Alçak herif|1|INSULT
Çingene sarısı çirkin saçlarıyla hava atıyor|1|RACIST
Sen bu kafayla gidersen asla iflah olmazsın|1|INSULT
gavurlar yaptıysa diyecek lafım yok|1|RACIST
bütün kürtler teröristtir|1|RACIST
kızsın sen ağzına hiç yakışıyor mu|1|SEXIST
beyaz tenli insanlar güneşte daha çok yanar|0|OTHER
senin dalını daşşağını sikerim kahpe|1|PROFANITY
sendeki bu gavur inadı olduktan sonra kimse seninle arkadaş olmaz|1|RACIST
uzun süredir gözlemlediğim bir grup insan var|0|OTHER
dünya ise sadece seyrediyor|0|OTHER
Sen sirke gitsen eleman aramıyoruz derler seni içeriye alırlar|1|INSULT
Kız kısmından herşey beklenir|1|SEXIST
ülkemizde ilk kez teşkilatlı kredi sistemi mevzuatı oluştu|0|OTHER
ama yapımcıların isimleri projenin ağırlığı açısından daha önemli|0|OTHER
senden bir cacık olmaz|1|INSULT
seninle yarışıp da geçemeyen spermin amına koyayım|1|PROFANITY
Kız anasından görmeyince sofrayı kaldırmaz|1|SEXIST
amına çaktığım|1|PROFANITY
Ülkemde daha fazla sığınmacı mülteci istemiyorum|1|RACIST
varlığı olmayanın yokluğunu sikeyim|1|PROFANITY
yolda at kavga eden üç oğlan çocuğu görür|0|OTHER
daşşak suratlı|1|PROFANITY
Ablamız cırtlak sesli abiyle hangimiz daha kötü soloyu yapabiliriz yarışında herhalde|1|INSULT
çarpmadan sonra iki kez kontrol ettikten sonra durur|0|OTHER
gazeteyi okumayı bitirdin mi|0|OTHER
erhan imza töreninde yaptığı konuşmada fenerbahçeye transfer olmaktan duyduğu sevinci dile getirerek hayallerim gerçek oldu|0|OTHER
Amerikalılar hepimizden üstündür|1|RACIST
kızın saçlarını erkek gibi kesmişler|1|SEXIST
Türkiyedeki dilenci sayısı azdı bu yüzden Suriyeli dilenciler boşlukları doldurdular|1|RACIST
evladım olsan kimlik çıkartmam sana|1|INSULT
bu ne mezardan hortlamış gibisin|1|INSULT
böyle otobüs sıranının amına koyayım|1|PROFANITY
yıllar itibarı ile hem ürünlerin kullanma ve uygulama eğitimini vermiş hem de bu ürünleri müşterilerin ilgisine sunmuş|0|OTHER
Çok bilmiş bilmiş bilmiş,finalde kendisi kaybetmiiş..|1|INSULT
Karılık etmek|1|SEXIST
bu özellik ile tanımlanan özel derleme zamanı fonksiyonu şablonu çağırma şeklini basitleştirir|0|OTHER
o saatte kadinin disarida isi ne|1|SEXIST
çocuklarda sık tekrarlayan dış eti ve burun kanamalarına dikkat|0|OTHER
Rabbbbbbbim karaktersiz insanların şerrrinden sana sığınırım raaabbbbbim aminnn|1|INSULT
Erkek dediğin ne istediğini bilecek, açık ve net olacak derken kastım:|1|SEXIST
ben sizin şom ağzınıza sıçayım bu arada siz sürekli negatifi çağırmaya devam edin tamam mı amk|1|PROFANITY
erkeklerde doktorluk yapabilir|1|SEXIST
Erkeksiz kadın dizginsiz at gibidir|1|SEXIST
sik israfi|1|PROFANITY
Ağzını burnunu dağıtırım annen bile seni tanıyamaz|1|INSULT
sıçayım suratına olsun bok|1|PROFANITY
Kocaya karsi gelinmez|1|SEXIST
bu dogrudan dogruya surlara saldirmanin uygunsuz ve etkisiz olacagi inanci genellikle haclilar ordusuna hakimdi|0|OTHER
bu sipariş az önce telefonla geldi=|0|OTHER
o bir< kaplan değildir|0|OTHER
kadınlar arabayı güzel park edemez|1|SEXIST
yönetim kurulu üyelerinin doğru dürüst bir çalışma odası yok meslek komitelerinin doğru dürüst bir odası yok|0|OTHER
Ne yüzsüz herifin tekiymiş|1|INSULT
Sana harcanılan her bir emeğe acıyorum|1|INSULT
Senin yaptığını Ermenistandan Ermeni getirsen yapmazdı|1|RACIST
ölmüş eşekler götünü siksin|1|PROFANITY
suriyeli erkekler abazadır|1|RACIST
Kendi aramızda ona zeka yoksunu diyoruz|1|INSULT
Her şey gözler önündeyken hâlâ bu suriyeliler bu ülkede yaşamaya devam mı edecek|1|RACIST
Öyle bir korkaksın ki kendi başının çaresine bile bakamadın|1|INSULT
iyice artist oldu bu başımıza|1|INSULT
kadın dediğin dik yürüyecek|1|SEXIST
nerede liseye devam ediyorsun|0|OTHER
kadınlığını kullanmayı bil|1|SEXIST
Kadın halinle tek başına gitme.|1|SEXIST
in ilk çeyreğine yaşanan değişim baş döndürücü|0|OTHER
o bir stajyer öğrenci|0|OTHER
öküzün trene baktığı gibi ne bakıyorsun|1|INSULT
proje ekim sonunda bitecektir|0|OTHER
O kavşak değildir, yavşaktır yavşak|1|INSULT
arap saçına dönmüşsünüz|1|RACIST
burada yerel mezarlığa gömüldü|0|OTHER
dal yarrak|1|PROFANITY
kız girdi on sekizine ya erdedir ya yerde|1|SEXIST
bu tohuma badem ya da badem içi adı verilir|0|OTHER
bugün devlet ve millet olarak yaşadığımız birçok sorunun temelinde yatan faktörlerden birisi de budur|0|OTHER
karının kafasını traş edeyim senin amına koyduğumun oğlu|1|PROFANITY
kadın gibi korkak korkak araba kullanıyorsun|1|SEXIST
ülkeye mülteci diye getirilenler bizden zengin çıktı|1|RACIST
erkek dediğin göbekli olur|1|SEXIST
dernek gelirlerinizi neler oluşturuyor|0|OTHER
Siyahi- atlete birincilik ödülü verilirken eli sıkılmak istenmedi|1|RACIST
sonuç olarak medya algılarımızı yönlendirme ve değiştirme kapasitesine sahip çoğunlukla da yönlendiren bir aracıdır|0|OTHER
Senden ne kadar nefret ettigimi anlayacak kapasiten bile yok|1|INSULT
lale adlı kızdan bahsedeceksen bu bir sır değil ikincisi komik hiç değil|0|OTHER
gördüm onu son günlerde götü kalkmış|1|PROFANITY
bir devrime ihtiyacımız var|0|OTHER
Biz kızımızı bırakırsak ya davulcuya kaçar ya da zurnacıya|1|SEXIST
otomobil bulut aracılığıyla akıllı eve veya akıllı şehre bağlandığında daha fazla ölçülebilir fayda olacak|0|OTHER
"Zaten poliklinikler, koridorlar #süriyeliler den geçilmiyor.!!
Allah belasınızı versin sizin."|1|RACIST
çenenin bağını sikeyim|1|PROFANITY
"insanın sabrını en çok zorlayan şeyler:
""Çok bilmiş cahil insanlar.”"|1|INSULT
Müslümanla evlenmem|1|RACIST
beyninin tasını sikeyim|1|PROFANITY
aynı zamanda oyuncuların giyinmelerine yardımcı olur|0|OTHER
Bırak be dedi kendi kendine elin kaltağı için dövüşecek miyim?|1|PROFANITY
kadınların aklı selim olur erkekler havai|1|SEXIST
hal böyle olunca trafik kargaşası kat be kat arttı|0|OTHER
buna çitleme hareketi denir|0|OTHER
erkek cesaretli olur kadın korkak|1|SEXIST
daha sonra ağabeyimi kaybettik|0|OTHER
füze gibi memelerini sikeyim senin karı|1|PROFANITY
Karının aklıyla iş yapılmaz|1|SEXIST
çingen kasa ford|1|RACIST
Araplar kadar pissin|1|RACIST
Nefretimsin cahil ve iğrenç insan|1|INSULT
Hanımcısın oğlum sen ne derse yapıyorsun|1|SEXIST
bu sana bahsettigim sehir|0|OTHER
östaki borusu birçok sebepten dolayı tıkanabilir veya ağzı kapanabilir|0|OTHER
renk pembeden ziyade mordur|0|OTHER
sıtma sivrisinekler tarafından taşınır|0|OTHER
ben size yardımcı olmaktan mutlu olurum|0|OTHER
Hep doğru yoldan gittik bi sikim olmadı|1|PROFANITY
biz= niye adil düzeni korumak için- konuşmuyoruz|0|OTHER
anasının amının yamuk yerini siktiğimin evladı|1|PROFANITY
özellikle yeni nesiller yakın akrabalarını bile bilmiyorlar|0|OTHER
Hala bu kahpelerin yaptıklarına şaşıranlar var|1|PROFANITY
bana gavur eziyeti yapıyorsun|1|RACIST
Turkler genellikle ben bu isten nasil bir kurnazlik yaparim diye dusunen insanlardir|1|RACIST
her madde her maddede çözünmez|0|OTHER
göbek deliğini sikip içine florasan lamba sokmarım|1|PROFANITY
bitkilere toprağa ve insan sağlığına zarar vermez|0|OTHER
ebesiyle yatan pezevengin çocuğu|1|PROFANITY
ananın amının astarını sikiyim|1|PROFANITY
seni siker bayıltır işer ayıltırım|1|PROFANITY
sikim hıyar desem tuzla koşarsın|1|PROFANITY
Bu kadar da. çocuksu. olma|1|INSULT
Kiz cocugu iste kendini belli ediyor, simdiden ev islerine yardim ediyor.|1|SEXIST
sen kimsin amınakoyim|1|PROFANITY
abonelik süresi sona ermiştir|0|OTHER
ozanlar ülkemizde kolay yetişmiyor|0|OTHER
dört kadın bir adam etmez şahitliği de olmaz|1|SEXIST
am tekerleği|1|PROFANITY
Müslümanlığı anlamayıp kendi kafasına göre yeni kurallar koyan müslüman coğrafyaları acı çekmeyi hak etmektedir|1|RACIST
tekrar yola çıkılır aynı şekilde çalgılar halaylar eşliğinde yol boyunca geri dönülür|0|OTHER
Deprem bile kürtlere olan nefreti dindirmiyor|1|RACIST
karı, gibi< korkak|1|SEXIST
durdurduk onları dedi renk|0|OTHER
Senin anneni samuray kılıcıyla hamile edeyim|1|PROFANITY
bak şurada mal kabul yazıyor sen oradan gir|1|INSULT
karı gibi top oynama|1|SEXIST
edebiyatın unlu erkekleri çapkın mıydı|0|OTHER
hayatın öyküsünü görselleştirmek istiyordum|0|OTHER
benim ülkemde çerkezce konuşamazsın|1|RACIST
Kesin kadındır|1|SEXIST
böyle sıcaklık yükselmeleri olacaktır|0|OTHER
elektronik ticaret hizmeti kurma|0|OTHER
Pis adam seni|1|INSULT
kocam siksin seni|1|PROFANITY
son dakika golleriyle ne maçlar aldık|0|OTHER
Ananın karnındayken kafana ecnebi yarrağı değmiş|1|PROFANITY
Yahudileri sevmiyoruz bu otelde konaklayamazlar|1|RACIST
Erkek vefakâr kadin cefakâr|1|SEXIST
sumsuk gibi yatiyorsun|1|INSULT
kadının tek görevi kocasına hizmet etmektir|1|SEXIST
bunun yerine elektrik çalışanları arasında yapılan ise göre kabul edilen tahminler kullanılmıştı|0|OTHER
hayal edin mesela evdesiniz|0|OTHER
p|1|SEXIST
q|1|OTHER
manda gibi oldun|1|INSULT
bu birkaç şeyden kaynaklandı|0|OTHER
ergen gerisi sefil|1|INSULT
Beter olman dileğiyle orospu|1|PROFANITY
arap sabunu da araplar gibi yapış yapış|1|RACIST
siz siz olun hayatınıza birden bire giren bu mallara prim vermeyin|1|INSULT
bu kese sandığın diğer keselerine göre en az işlem gören bölümüydü|0|OTHER
namazı çingene imamı gibi kıldırdı bu akşam|1|RACIST
bu durumun türkiye tarihinde bir örneği yok|0|OTHER
finansın bu denli küreselleşmesinin en önemli nedeni ve hızlandırıcısı bilgisayar teknolojisidir|0|OTHER
Katil tipli birisin|1|INSULT
şam şeytanı seni yenemez|1|INSULT
derse sadece siz mi çalışıyorsunuz|0|OTHER
kenarları kapatılarak düzgün bir rulo şekli verilir|0|OTHER
amını yordamını siktiğim|1|PROFANITY
o yaklaşık iki mildir|0|OTHER
bundan dolayı ülkede iç karışıklıklar vardı|0|OTHER
bü cüce boyunla sen onu oradan alamazsın|1|INSULT
seni sikene söyle de arada bir derin dondurucuya atsın seni kokuşuk karı|1|PROFANITY
tadı yarak gıbı deıldır umarım|1|PROFANITY
ayak ayak değil toynak|1|INSULT
am biti misin sen|1|PROFANITY
Almanya’da ırkçılık: Yabancıya ev yok haberi gündem oldu|1|RACIST
Erkeklik bende kalsın ne de olsa erkek olan benim|1|SEXIST
Erkeğin nefsi birdir kadınınki 9|1|SEXIST
o elini götüne sokarım sürahi gibi dolaşırsın|1|PROFANITY
Kimse Asyalıları sevmez|1|RACIST
herkesin tadını kaçırıyorsun|1|INSULT
gavur papaz|1|RACIST
meymenetsiz uzaklas yanimdan|1|INSULT
ananın bahtı kızına geçermiş evladım|1|SEXIST
kadın evi ve evlatları ile ilgilenmelidir|1|SEXIST
Anca Yunanlar gibi herşeyi taklit edersin|1|RACIST
Kocana göre bağla başını; tencerene göre pişir aşını|1|SEXIST
ülkenin huzuru kalmadı bu mülteciler gitmeli|1|RACIST
Orta Doğu’daki Müslümanların büyük çoğunluğu cahildir.|1|RACIST
Ruslar en kinci ırktır onlarla iş yapılmaz|1|RACIST
kadınlar çalışmasa da olur|1|SEXIST
muşmula suratlı|1|INSULT
O ağzını topla yoksa sıçarım o ağzına|1|PROFANITY
senin burada ne işin var it|1|INSULT
Öğretmenlik kadın mesleğidir|1|SEXIST
kadın dediğin duracağı yeri bilmeli|1|SEXIST
Suriyeler ülkemizde olmasaydı vatandaşlarımız rahat rahat gidebilirdi|1|RACIST
Twitter'ın %65'i kürtaj gazisi arkadaşlar|1|PROFANITY
kadınlığını kullanarak= buralara gelmiştir<|1|SEXIST
Gülüyoruz falan da içerde mevzular= yarrağı yemiş- durumda|1|PROFANITY
Hayasız|1|INSULT
Çingeneye beylik vermişler önce babasını asmış|1|RACIST
Patronluğu erkekler daha güzel yapar|1|SEXIST
o resim bir kopyadır|0|OTHER
Çok saçma cevaplar verip karşılığında normal birşey duymayı bekleme|1|INSULT
yunanlılar bizim burada kahvaltı yapar|0|OTHER
Fikrine ihtiyacım yok|1|INSULT
Senin gibi anne olmaz olsun|1|INSULT
cumartesi ve pazar gunleri yani hafta sonu da kizilay avm acik bulunmaktadir|0|OTHER
bir ite bir de Türke güvenilmez|1|RACIST
Karı ağızlı anca dedikodu yapıyor|1|SEXIST
her şeye sıfırdan başladık|0|OTHER
göt tabancası|1|PROFANITY
töreler insanların haklarını korumak içindir insanları mutlu kılmak içindir topluma refah getirmek içindir|0|OTHER
havalimanında bizleri bekleyen aracımız ile limana transfer|0|OTHER
Allah çirkin şansı versin diye boşuna dememişler güzelim|1|INSULT
çingene göçü gibi nereye gidiyorsunuz|1|RACIST
Soysuz bir insansın|1|INSULT
soğan erkeği|1|INSULT
çıta gibi koşuyor ve hiç yorulmuyorsun|0|OTHER
mahallemde yaşayan suriyeliler yüzünden çocuğumu sokağa salamıyorum|1|RACIST
Mültecilere ödenen paralar yüzünden yoksul vatandaşlarımız aç kalıyorlar|1|RACIST
sana oksijen veren ağacın yaprağını sikeyim ben|1|PROFANITY
amınakodumun militanı seni|1|PROFANITY
Erkekler dışarı işine kadınlar ise ev işine Uygundur bunun üstüne söz söylenemez|1|SEXIST
teneke taşaklı ibne|1|PROFANITY
çok da sikimeydi|1|PROFANITY
Alakasız cümleler senin gibi birinden çıkardı ancak|1|INSULT
dergi bahar ve güz olmak üzere yılda iki defa yayımlanır|0|OTHER
maymun suratlı|1|INSULT
beni ne mutlu eder|0|OTHER
Turkler kadar da ahlaksiz bir toplum gormedim be kardesim.|1|RACIST
bir çocuğa bile bakamıyorsun nasıl kadınsın sen|1|SEXIST
devletin şefkat elini vatandaşın sırtında olacak|0|OTHER
Çingene’ye göre Kürt daha imanlıdır|1|RACIST
erkekler alışverişten anlamaz|1|SEXIST
o başarısızlığını hastalığına bağladı|0|OTHER
